,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),Occupation,EmploymentStatus,IsBorrowerHomeowner,Duration,months,Rating
80629,226059,2007-11-04 23:17:10.687,C,36,Chargedoff,2010-02-09 00:00:00.000,,,0,Retail Management,Full-time,False,827.0,28.0,C
32466,226068,2007-11-05 03:23:03.640,B,36,Chargedoff,2008-11-07 00:00:00.000,,,0,Executive,Full-time,False,367.0,12.0,B
26042,226164,2007-11-05 08:02:57.047,AA,36,Chargedoff,2011-02-20 00:00:00.000,,,0,Truck Driver,Full-time,True,1202.0,40.0,AA
77512,226267,2007-11-05 10:17:40.993,C,36,Defaulted,2009-05-15 00:00:00.000,,,0,Realtor,Full-time,True,556.0,19.0,C
52149,226304,2007-11-05 10:53:37.130,A,36,Chargedoff,2010-01-17 00:00:00.000,,,0,Professor,Full-time,True,803.0,27.0,A
112115,226305,2007-11-05 10:56:05.663,A,36,Chargedoff,2009-02-16 00:00:00.000,,,0,Sales - Commission,Self-employed,True,468.0,16.0,A
15518,226531,2007-11-05 16:50:16.257,A,36,Defaulted,2008-10-18 00:00:00.000,,,0,Civil Service,Full-time,True,347.0,12.0,A
10783,226630,2007-11-05 19:06:19.107,D,36,Chargedoff,2009-01-20 00:00:00.000,,,0,Professional,Full-time,True,441.0,15.0,D
76900,226631,2007-11-05 19:06:25.230,D,36,Defaulted,2008-07-20 00:00:00.000,,,0,Professional,Full-time,True,257.0,9.0,D
7950,226766,2007-11-05 21:17:27.380,AA,36,Chargedoff,2009-01-16 00:00:00.000,,,0,Other,Self-employed,True,437.0,15.0,AA
26660,226997,2007-11-06 07:57:48.823,E,36,Chargedoff,2009-03-16 00:00:00.000,,,0,Computer Programmer,Full-time,False,495.0,16.0,E
100896,227029,2007-11-06 08:30:07.303,HR,36,Chargedoff,2010-05-21 00:00:00.000,,,0,Other,Full-time,False,926.0,31.0,HR
19222,227050,2007-11-06 08:54:05.510,B,36,Chargedoff,2011-01-19 00:00:00.000,,,0,Teacher,Full-time,True,1169.0,39.0,B
49120,227175,2007-11-06 11:33:03.383,AA,36,Chargedoff,2008-11-20 00:00:00.000,,,0,Food Service,Full-time,False,379.0,13.0,AA
84963,227192,2007-11-06 11:49:57.443,C,36,Chargedoff,2009-02-17 00:00:00.000,,,0,Professional,Full-time,True,468.0,16.0,C
28392,227329,2007-11-06 14:42:28.450,AA,36,Chargedoff,2008-08-14 00:00:00.000,,,0,Other,Self-employed,True,281.0,9.0,AA
33507,227386,2007-11-06 15:53:21.613,C,36,Chargedoff,2008-09-07 00:00:00.000,,,0,Realtor,Full-time,True,305.0,10.0,C
3274,227395,2007-11-06 16:21:10.340,D,36,Chargedoff,2008-05-09 00:00:00.000,,,0,Retail Management,Full-time,True,184.0,6.0,D
44732,227455,2007-11-06 18:11:20.767,C,36,Chargedoff,2010-11-15 00:00:00.000,,,0,Sales - Retail,Full-time,False,1104.0,37.0,C
56329,227680,2007-11-07 07:33:29.023,C,36,Chargedoff,2009-02-15 00:00:00.000,,,0,Other,Full-time,True,465.0,16.0,C
6604,227684,2007-11-07 07:35:15.850,D,36,Defaulted,2010-01-20 00:00:00.000,,,0,Other,Full-time,False,804.0,27.0,D
92473,227768,2007-11-07 09:55:57.647,C,36,Chargedoff,2009-11-15 00:00:00.000,,,0,Other,Full-time,False,738.0,25.0,C
3016,227804,2007-11-07 10:44:20.903,B,36,Chargedoff,2009-06-22 00:00:00.000,,,0,Other,Self-employed,True,592.0,20.0,B
37147,227828,2007-11-07 11:17:44.443,B,36,Chargedoff,2009-09-15 00:00:00.000,,,0,Other,Full-time,True,677.0,23.0,B
5638,227833,2007-11-07 11:24:22.043,B,36,Chargedoff,2008-12-22 00:00:00.000,,,0,Tradesman - Carpenter,Full-time,True,410.0,14.0,B
26893,228150,2007-11-07 20:14:03.273,A,36,Chargedoff,2010-02-17 00:00:00.000,,,0,Doctor,Full-time,True,832.0,28.0,A
75913,228166,2007-11-07 20:46:09.953,C,36,Chargedoff,2008-09-13 00:00:00.000,,,0,Truck Driver,Full-time,False,310.0,10.0,C
59082,228201,2007-11-08 00:39:43.103,B,36,Defaulted,2008-09-19 00:00:00.000,,,0,Other,Full-time,True,315.0,10.0,B
105862,228213,2007-11-08 03:27:30.823,C,36,Chargedoff,2010-02-17 00:00:00.000,,,0,Other,Full-time,True,831.0,28.0,C
22140,228317,2007-11-08 08:44:01.303,D,36,Defaulted,2008-07-15 00:00:00.000,,,0,Other,Full-time,True,249.0,8.0,D
94343,228388,2007-11-08 10:17:52.770,HR,36,Chargedoff,2008-07-15 00:00:00.000,,,0,Clerical,Full-time,False,249.0,8.0,HR
20512,228457,2007-11-08 11:50:14.780,AA,36,Defaulted,2009-12-21 00:00:00.000,,,0,Realtor,Self-employed,True,773.0,26.0,AA
53995,228510,2007-11-08 13:02:30.503,B,36,Chargedoff,2009-12-15 00:00:00.000,,,0,Sales - Commission,Self-employed,True,767.0,26.0,B
40168,228518,2007-11-08 13:19:24.987,C,36,Chargedoff,2008-09-14 00:00:00.000,,,0,Other,Part-time,True,310.0,10.0,C
105629,228563,2007-11-08 14:24:09.303,C,36,Defaulted,2010-05-29 00:00:00.000,,,0,Computer Programmer,Full-time,True,932.0,31.0,C
11160,228594,2007-11-08 14:53:32.450,D,36,Chargedoff,2009-07-20 00:00:00.000,,,0,Other,Full-time,True,619.0,21.0,D
52601,228625,2007-11-08 15:20:02.500,E,36,Chargedoff,2009-12-15 00:00:00.000,,,0,Professional,Full-time,True,767.0,26.0,E
60028,228675,2007-11-08 16:21:49.143,A,36,Defaulted,2008-10-13 00:00:00.000,,,0,Other,Retired,False,339.0,11.0,A
92131,228709,2007-11-08 17:01:32.610,D,36,Chargedoff,2009-05-28 00:00:00.000,,,0,Retail Management,Full-time,False,566.0,19.0,D
60777,228749,2007-11-08 17:50:30.353,E,36,Chargedoff,2009-02-24 00:00:00.000,,,0,Civil Service,Full-time,False,473.0,16.0,E
7999,228822,2007-11-08 20:10:04.647,AA,36,Chargedoff,2010-03-22 00:00:00.000,,,0,Other,Full-time,False,864.0,29.0,AA
10399,228860,2007-11-08 22:13:05.803,HR,36,Chargedoff,2009-09-15 00:00:00.000,,,0,Professional,Full-time,False,676.0,23.0,HR
37752,228883,2007-11-09 01:37:07.460,C,36,Defaulted,2009-11-22 00:00:00.000,,,0,Sales - Retail,Full-time,True,743.0,25.0,C
76711,228896,2007-11-09 04:55:45.223,E,36,Chargedoff,2008-12-26 00:00:00.000,,,0,Clerical,Full-time,False,412.0,14.0,E
13295,228902,2007-11-09 05:16:21.990,E,36,Chargedoff,2010-12-20 00:00:00.000,,,0,Food Service,Full-time,False,1136.0,38.0,E
53636,229051,2007-11-09 09:07:30.433,AA,36,Chargedoff,2010-10-20 00:00:00.000,,,0,Professional,Full-time,True,1075.0,36.0,AA
74963,229080,2007-11-09 09:42:05.520,D,36,Chargedoff,2008-07-18 00:00:00.000,,,0,Medical Technician,Full-time,False,251.0,8.0,D
39065,229086,2007-11-09 09:52:56.047,B,36,Defaulted,2009-05-20 00:00:00.000,,,0,Retail Management,Self-employed,False,557.0,19.0,B
111206,229245,2007-11-09 14:15:28.887,E,36,Chargedoff,2010-01-20 00:00:00.000,,,0,Other,Full-time,False,802.0,27.0,E
26585,229254,2007-11-09 14:33:21.650,AA,36,Chargedoff,2009-05-21 00:00:00.000,,,0,Analyst,Full-time,True,558.0,19.0,AA
33993,229506,2007-11-10 07:21:26.087,C,36,Chargedoff,2010-11-13 00:00:00.000,,,0,Other,Retired,False,1098.0,37.0,C
58365,229570,2007-11-10 09:38:55.490,D,36,Chargedoff,2010-12-21 00:00:00.000,,,0,Other,Self-employed,True,1136.0,38.0,D
111532,229577,2007-11-10 09:49:01.870,C,36,Chargedoff,2009-05-22 00:00:00.000,,,0,Sales - Commission,Full-time,True,558.0,19.0,C
109101,229660,2007-11-10 12:38:16.970,C,36,Chargedoff,2010-11-19 00:00:00.000,,,0,Clerical,Part-time,True,1104.0,37.0,C
49344,229674,2007-11-10 13:18:51.330,A,36,Chargedoff,2010-04-22 00:00:00.000,,,0,Sales - Commission,Full-time,True,893.0,30.0,A
62464,229708,2007-11-10 15:04:00.710,B,36,Chargedoff,2008-10-22 00:00:00.000,,,0,Construction,Self-employed,False,346.0,12.0,B
75247,229822,2007-11-10 21:16:16.150,D,36,Chargedoff,2010-05-22 00:00:00.000,,,0,Other,Full-time,True,923.0,31.0,D
93711,229995,2007-11-11 10:44:24.053,C,36,Defaulted,2009-02-16 00:00:00.000,,,0,Laborer,Full-time,False,462.0,15.0,C
56790,230137,2007-11-11 16:01:30.030,HR,36,Chargedoff,2011-03-30 00:00:00.000,,,0,Tradesman - Electrician,Full-time,False,1234.0,41.0,HR
92192,230202,2007-11-11 18:49:48.587,B,36,Defaulted,2008-09-19 00:00:00.000,,,0,Other,Full-time,False,312.0,10.0,B
74011,230218,2007-11-11 19:37:50.793,B,36,Chargedoff,2010-01-27 00:00:00.000,,,0,Other,Self-employed,True,807.0,27.0,B
111346,230226,2007-11-11 19:58:27.653,C,36,Chargedoff,2009-07-28 00:00:00.000,,,0,Computer Programmer,Full-time,True,624.0,21.0,C
47960,230250,2007-11-11 21:14:26.290,B,36,Defaulted,2009-07-15 00:00:00.000,,,0,Professional,Full-time,True,611.0,20.0,B
11237,230319,2007-11-12 05:09:57.317,A,36,Defaulted,2008-10-19 00:00:00.000,,,0,Other,Self-employed,True,341.0,11.0,A
56436,230408,2007-11-12 08:13:06.473,A,36,Chargedoff,2010-09-19 00:00:00.000,,,0,Other,Self-employed,True,1041.0,35.0,A
39533,230488,2007-11-12 09:54:03.097,B,36,Chargedoff,2009-06-15 00:00:00.000,,,0,Clerical,Full-time,False,580.0,19.0,B
29518,230492,2007-11-12 10:00:50.243,D,36,Defaulted,2008-07-25 00:00:00.000,,,0,Laborer,Full-time,False,255.0,8.0,D
8822,230558,2007-11-12 11:49:56.687,C,36,Defaulted,2009-04-28 00:00:00.000,,,0,Car Dealer,Full-time,True,532.0,18.0,C
15357,230615,2007-11-12 13:20:16.253,AA,36,Defaulted,2009-02-28 00:00:00.000,,,0,Other,Self-employed,True,473.0,16.0,AA
29921,230654,2007-11-12 14:21:32.147,HR,36,Chargedoff,2008-09-18 00:00:00.000,,,0,Professional,Full-time,False,310.0,10.0,HR
25415,230714,2007-11-12 15:58:33.830,B,36,Defaulted,2009-05-20 00:00:00.000,,,0,Attorney,Full-time,True,554.0,18.0,B
95329,230729,2007-11-12 16:14:03.107,AA,36,Chargedoff,2008-09-21 00:00:00.000,,,0,Analyst,Full-time,True,313.0,10.0,AA
66742,230787,2007-11-12 18:14:54.760,B,36,Defaulted,2008-12-26 00:00:00.000,,,0,Other,Self-employed,True,409.0,14.0,B
13649,230910,2007-11-12 23:11:00.437,B,36,Defaulted,2009-03-01 00:00:00.000,,,0,Realtor,Full-time,True,474.0,16.0,B
527,230947,2007-11-13 04:47:44.663,E,36,Chargedoff,2010-10-19 00:00:00.000,,,0,Other,Full-time,True,1070.0,36.0,E
106374,230999,2007-11-13 07:16:07.883,C,36,Defaulted,2009-04-16 00:00:00.000,,,0,Tradesman - Mechanic,Full-time,True,519.0,17.0,C
72840,231019,2007-11-13 07:46:14.453,C,36,Defaulted,2009-03-30 00:00:00.000,,,0,Police Officer/Correction Officer,Full-time,True,502.0,17.0,C
100998,231161,2007-11-13 11:19:08.287,D,36,Defaulted,2008-08-26 00:00:00.000,,,0,Truck Driver,Full-time,True,286.0,10.0,D
45003,231258,2007-11-13 13:48:06.793,B,36,Defaulted,2009-02-20 00:00:00.000,,,0,Attorney,Full-time,True,464.0,15.0,B
37819,231434,2007-11-13 18:24:10.400,C,36,Defaulted,2008-12-27 00:00:00.000,,,0,Teacher's Aide,Full-time,True,409.0,14.0,C
25584,231540,2007-11-13 23:05:23.897,HR,36,Chargedoff,2008-07-22 00:00:00.000,,,0,Flight Attendant,Full-time,False,251.0,8.0,HR
48307,231613,2007-11-14 07:06:14.090,C,36,Defaulted,2008-08-26 00:00:00.000,,,0,Other,Full-time,True,285.0,10.0,C
72239,231622,2007-11-14 07:21:41.713,C,36,Chargedoff,2008-10-19 00:00:00.000,,,0,Other,Retired,False,339.0,11.0,C
4179,231634,2007-11-14 07:45:38.730,HR,36,Defaulted,2010-01-27 00:00:00.000,,,0,Analyst,Full-time,True,804.0,27.0,HR
12208,231726,2007-11-14 10:07:31.147,HR,36,Chargedoff,2008-04-22 00:00:00.000,,,0,Clerical,Full-time,False,159.0,5.0,HR
42095,231947,2007-11-14 15:50:57.520,B,36,Chargedoff,2009-02-22 00:00:00.000,,,0,Other,Full-time,True,465.0,16.0,B
61853,232076,2007-11-14 19:56:15.530,C,36,Chargedoff,2009-03-30 00:00:00.000,,,0,Tradesman - Electrician,Full-time,True,501.0,17.0,C
46137,232163,2007-11-15 01:27:31.113,D,36,Chargedoff,2009-07-24 00:00:00.000,,,0,Retail Management,Full-time,True,616.0,21.0,D
101102,232322,2007-11-15 09:47:33.303,AA,36,Chargedoff,2008-06-23 00:00:00.000,,,0,Executive,Self-employed,False,220.0,7.0,AA
46577,232498,2007-11-15 14:55:41.497,E,36,Chargedoff,2010-01-28 00:00:00.000,,,0,Computer Programmer,Full-time,True,804.0,27.0,E
56699,232519,2007-11-15 15:37:20.403,A,36,Chargedoff,2009-10-28 00:00:00.000,,,0,Professional,Full-time,True,712.0,24.0,A
9301,232523,2007-11-15 15:47:33.083,C,36,Chargedoff,2009-07-30 00:00:00.000,,,0,Other,Full-time,False,622.0,21.0,C
37520,232548,2007-11-15 16:43:04.300,D,36,Chargedoff,2009-06-28 00:00:00.000,,,0,Food Service,Full-time,False,590.0,20.0,D
59485,232640,2007-11-15 20:20:04.183,E,36,Defaulted,2008-06-27 00:00:00.000,,,0,Postal Service,Full-time,False,224.0,7.0,E
81847,232688,2007-11-15 22:10:04.330,D,36,Chargedoff,2010-11-27 00:00:00.000,,,0,Engineer - Electrical,Full-time,False,1107.0,37.0,D
44449,232711,2007-11-16 01:20:13.390,A,36,Chargedoff,2008-09-19 00:00:00.000,,,0,Food Service Management,Full-time,False,307.0,10.0,A
19198,232830,2007-11-16 08:46:18.773,C,36,Chargedoff,2009-04-29 00:00:00.000,,,0,Other,Self-employed,True,529.0,18.0,C
60256,232848,2007-11-16 09:10:20.057,D,36,Chargedoff,2010-08-21 00:00:00.000,,,0,Nurse (RN),Full-time,True,1008.0,34.0,D
56609,232858,2007-11-16 09:30:39.713,E,36,Chargedoff,2008-04-26 00:00:00.000,,,0,Police Officer/Correction Officer,Full-time,False,161.0,5.0,E
109035,232869,2007-11-16 10:00:18.000,D,36,Chargedoff,2008-10-20 00:00:00.000,,,0,Police Officer/Correction Officer,Full-time,False,338.0,11.0,D
68793,232881,2007-11-16 10:22:50.253,AA,36,Chargedoff,2009-10-30 00:00:00.000,,,0,Other,Retired,True,713.0,24.0,AA
13563,232949,2007-11-16 12:13:45.870,B,36,Chargedoff,2009-09-20 00:00:00.000,,,1,Doctor,Full-time,True,673.0,22.0,B
44839,232974,2007-11-16 13:02:03.547,HR,36,Chargedoff,2011-01-23 00:00:00.000,,,0,Other,Full-time,False,1163.0,39.0,HR
71487,233042,2007-11-16 14:57:33.120,A,36,Chargedoff,2008-07-27 00:00:00.000,,,0,Skilled Labor,Full-time,True,253.0,8.0,A
71968,233057,2007-11-16 15:22:24.453,B,36,Chargedoff,2008-11-22 00:00:00.000,,,0,Other,Full-time,True,371.0,12.0,B
29635,233115,2007-11-16 18:05:54.407,A,36,Chargedoff,2009-04-28 00:00:00.000,,,0,Skilled Labor,Full-time,True,528.0,18.0,A
62232,233148,2007-11-16 19:25:33.373,AA,36,Chargedoff,2010-01-28 00:00:00.000,,,0,Food Service Management,Full-time,True,803.0,27.0,AA
88258,233169,2007-11-16 20:41:15.760,C,36,Chargedoff,2010-06-29 00:00:00.000,,,0,Retail Management,Full-time,False,955.0,32.0,C
79656,233180,2007-11-16 21:27:56.110,B,36,Chargedoff,2010-11-26 00:00:00.000,,,0,Food Service,Full-time,False,1105.0,37.0,B
27320,233204,2007-11-17 00:11:40.767,B,36,Chargedoff,2008-10-28 00:00:00.000,,,0,Sales - Commission,Self-employed,True,345.0,12.0,B
37709,233210,2007-11-17 01:04:11.993,B,36,Defaulted,2009-01-22 00:00:00.000,,,0,Other,Self-employed,False,431.0,14.0,B
105571,233344,2007-11-17 12:07:26.270,HR,36,Defaulted,2009-07-20 00:00:00.000,,,0,Nurse's Aide,Full-time,False,610.0,20.0,HR
87015,233500,2007-11-17 20:36:23.580,D,36,Defaulted,2009-09-30 00:00:00.000,,,0,Other,Retired,False,682.0,23.0,D
94619,233504,2007-11-17 20:46:26.963,A,36,Chargedoff,2008-08-19 00:00:00.000,,,0,Other,Full-time,True,275.0,9.0,A
12041,233620,2007-11-18 08:56:29.577,B,36,Chargedoff,2010-07-28 00:00:00.000,,,0,Other,Full-time,True,982.0,33.0,B
110114,233635,2007-11-18 09:35:42.730,C,36,Chargedoff,2008-07-03 00:00:00.000,,,0,Professional,Full-time,True,227.0,8.0,C
25068,233795,2007-11-18 15:50:12.283,B,36,Chargedoff,2008-07-28 00:00:00.000,,,0,Sales - Commission,Full-time,True,252.0,8.0,B
99659,233800,2007-11-18 16:08:12.327,C,36,Chargedoff,2008-11-29 00:00:00.000,,,0,Administrative Assistant,Full-time,False,376.0,13.0,C
29333,233808,2007-11-18 16:27:36.453,A,36,Defaulted,2008-06-28 00:00:00.000,,,0,Bus Driver,Full-time,True,222.0,7.0,A
80559,233884,2007-11-18 19:26:45.307,HR,36,Chargedoff,2010-05-04 00:00:00.000,,,0,Professional,Full-time,False,897.0,30.0,HR
64172,233990,2007-11-19 05:20:42.503,D,36,Chargedoff,2010-03-05 00:00:00.000,,,0,Other,Full-time,True,836.0,28.0,D
65863,234035,2007-11-19 06:31:49.483,B,36,Chargedoff,2009-11-29 00:00:00.000,,,0,Executive,Full-time,True,740.0,25.0,B
52405,234046,2007-11-19 06:39:59.537,HR,36,Chargedoff,2010-09-27 00:00:00.000,,,0,Administrative Assistant,Full-time,False,1042.0,35.0,HR
7415,234135,2007-11-19 08:06:04.490,HR,36,Chargedoff,2009-04-29 00:00:00.000,,,0,Other,Self-employed,False,526.0,18.0,HR
52080,234195,2007-11-19 08:57:15.663,HR,36,Chargedoff,2008-07-29 00:00:00.000,,,0,Executive,Self-employed,False,252.0,8.0,HR
62115,234217,2007-11-19 09:21:44.197,C,36,Chargedoff,2008-10-28 00:00:00.000,,,0,Professional,Full-time,True,343.0,11.0,C
59746,234288,2007-11-19 10:29:56.093,B,36,Defaulted,2009-02-27 00:00:00.000,,,0,Other,Full-time,True,465.0,16.0,B
92144,234337,2007-11-19 11:21:55.023,B,36,Defaulted,2011-01-26 00:00:00.000,,,0,Food Service Management,Full-time,False,1163.0,39.0,B
86175,234347,2007-11-19 11:32:31.750,A,36,Chargedoff,2009-04-07 00:00:00.000,,,0,Sales - Commission,Full-time,False,504.0,17.0,A
107846,234393,2007-11-19 12:24:35.570,C,36,Defaulted,2009-05-31 00:00:00.000,,,0,Other,Full-time,False,558.0,19.0,C
89320,234415,2007-11-19 12:52:11.157,E,36,Chargedoff,2010-09-29 00:00:00.000,,,0,Computer Programmer,Full-time,True,1044.0,35.0,E
77458,234447,2007-11-19 13:23:04.350,C,36,Defaulted,2008-10-22 00:00:00.000,,,0,Other,Full-time,False,337.0,11.0,C
81728,234468,2007-11-19 13:47:23.900,E,36,Defaulted,2009-03-31 00:00:00.000,,,0,Analyst,Full-time,False,497.0,17.0,E
71009,234566,2007-11-19 15:48:13.590,A,36,Chargedoff,2009-04-03 00:00:00.000,,,0,Tradesman - Electrician,Self-employed,True,500.0,17.0,A
74621,234794,2007-11-19 22:00:42.920,A,36,Chargedoff,2008-07-27 00:00:00.000,,,0,Sales - Commission,Full-time,False,250.0,8.0,A
65884,234797,2007-11-19 22:05:28.347,B,36,Chargedoff,2008-09-28 00:00:00.000,,,0,Realtor,Self-employed,True,313.0,10.0,B
93594,234815,2007-11-19 23:41:11.687,HR,36,Chargedoff,2009-08-31 00:00:00.000,,,0,Administrative Assistant,Full-time,False,650.0,22.0,HR
3249,234852,2007-11-20 05:08:59.827,AA,36,Defaulted,2009-04-04 00:00:00.000,,,0,Sales - Commission,Full-time,False,500.0,17.0,AA
81552,234907,2007-11-20 06:58:07.367,D,36,Chargedoff,2008-10-30 00:00:00.000,,,0,Professional,Full-time,True,344.0,11.0,D
102339,235009,2007-11-20 10:09:54.467,C,36,Defaulted,2010-01-06 00:00:00.000,,,0,Other,Self-employed,True,777.0,26.0,C
26639,235031,2007-11-20 11:00:25.317,C,36,Chargedoff,2009-11-29 00:00:00.000,,,0,Religious,Full-time,True,739.0,25.0,C
97792,235053,2007-11-20 11:35:21.720,B,36,Chargedoff,2009-05-01 00:00:00.000,,,0,Skilled Labor,Full-time,True,527.0,18.0,B
60258,235101,2007-11-20 12:53:35.660,D,36,Chargedoff,2009-01-29 00:00:00.000,,,0,Construction,Self-employed,True,435.0,14.0,D
13010,235182,2007-11-20 15:04:46.653,C,36,Chargedoff,2008-09-27 00:00:00.000,,,0,Professional,Full-time,True,311.0,10.0,C
66151,235189,2007-11-20 15:16:46.507,D,36,Chargedoff,2009-05-31 00:00:00.000,,,0,Medical Technician,Part-time,False,557.0,19.0,D
37290,235206,2007-11-20 15:49:52.017,C,36,Defaulted,2010-11-22 00:00:00.000,,,0,Other,Full-time,False,1097.0,37.0,C
61975,235246,2007-11-20 17:08:15.653,A,36,Defaulted,2009-05-05 00:00:00.000,,,0,Construction,Self-employed,True,531.0,18.0,A
9472,235268,2007-11-20 17:57:09.550,C,36,Chargedoff,2008-12-26 00:00:00.000,,,0,Nurse (RN),Full-time,True,401.0,13.0,C
21777,235283,2007-11-20 18:28:15.620,B,36,Defaulted,2009-11-05 00:00:00.000,,,0,Sales - Retail,Full-time,True,715.0,24.0,B
47377,235287,2007-11-20 18:38:03.940,D,36,Defaulted,2008-12-02 00:00:00.000,,,0,Other,Full-time,True,377.0,13.0,D
52437,235305,2007-11-20 19:16:37.067,C,36,Chargedoff,2008-12-30 00:00:00.000,,,0,Other,Retired,False,405.0,14.0,C
20488,235318,2007-11-20 19:57:28.050,C,36,Defaulted,2009-07-27 00:00:00.000,,,0,Sales - Retail,Full-time,True,614.0,20.0,C
4363,235431,2007-11-21 06:16:46.203,AA,36,Chargedoff,2010-01-11 00:00:00.000,,,0,Psychologist,Full-time,True,781.0,26.0,AA
67781,235446,2007-11-21 06:39:48.237,A,36,Chargedoff,2009-08-05 00:00:00.000,,,0,Other,Full-time,True,622.0,21.0,A
76016,235483,2007-11-21 07:50:11.400,D,36,Chargedoff,2009-10-30 00:00:00.000,,,0,Professional,Full-time,True,708.0,24.0,D
47429,235510,2007-11-21 08:38:16.967,A,36,Chargedoff,2011-04-05 00:00:00.000,,,0,Professional,Full-time,True,1230.0,41.0,A
54485,235571,2007-11-21 10:21:34.123,A,36,Chargedoff,2009-10-01 00:00:00.000,,,0,Other,Full-time,False,679.0,23.0,A
87944,235701,2007-11-21 15:58:38.030,C,36,Chargedoff,2010-11-28 00:00:00.000,,,0,Executive,Full-time,False,1102.0,37.0,C
50622,235715,2007-11-21 16:26:27.333,E,36,Chargedoff,2009-03-06 00:00:00.000,,,0,Sales - Commission,Full-time,False,470.0,16.0,E
76252,235811,2007-11-21 21:00:14.263,A,36,Chargedoff,2008-09-27 00:00:00.000,,,0,Professional,Full-time,False,310.0,10.0,A
45590,235892,2007-11-22 08:58:20.600,A,36,Defaulted,2010-03-05 00:00:00.000,,,0,Other,Full-time,False,833.0,28.0,A
84079,235929,2007-11-22 11:19:05.820,D,36,Defaulted,2008-12-31 00:00:00.000,,,0,Sales - Retail,Full-time,False,404.0,13.0,D
22122,235994,2007-11-22 17:27:34.367,B,36,Chargedoff,2008-09-02 00:00:00.000,,,0,Professional,Full-time,False,284.0,9.0,B
6568,236087,2007-11-23 03:41:34.687,D,36,Defaulted,2008-07-28 00:00:00.000,,,0,Food Service Management,Full-time,True,247.0,8.0,D
92884,236135,2007-11-23 07:12:56.240,B,36,Defaulted,2009-09-06 00:00:00.000,,,0,Other,Self-employed,False,652.0,22.0,B
42296,236142,2007-11-23 07:35:25.180,HR,36,Chargedoff,2008-09-02 00:00:00.000,,,0,Food Service,Full-time,False,283.0,9.0,HR
44643,236167,2007-11-23 08:34:19.367,HR,36,Chargedoff,2009-02-04 00:00:00.000,,,0,Sales - Retail,Self-employed,False,438.0,15.0,HR
84206,236211,2007-11-23 10:05:17.327,B,36,Defaulted,2010-03-04 00:00:00.000,,,0,Sales - Commission,Full-time,False,831.0,28.0,B
18552,236224,2007-11-23 10:39:44.697,AA,36,Chargedoff,2009-07-01 00:00:00.000,,,0,Construction,Full-time,True,585.0,20.0,AA
94041,236346,2007-11-23 15:07:08.587,E,36,Chargedoff,2008-12-30 00:00:00.000,,,0,Other,Full-time,True,402.0,13.0,E
100189,236347,2007-11-23 15:12:54.193,C,36,Chargedoff,2010-05-06 00:00:00.000,,,0,Construction,Full-time,False,894.0,30.0,C
6506,236358,2007-11-23 15:40:14.607,HR,36,Chargedoff,2009-01-19 00:00:00.000,,,0,Tradesman - Mechanic,Full-time,False,422.0,14.0,HR
106519,236371,2007-11-23 16:32:21.460,D,36,Defaulted,2011-02-27 00:00:00.000,,,0,Professional,Full-time,True,1191.0,40.0,D
57490,236442,2007-11-23 20:02:24.490,HR,36,Chargedoff,2009-02-07 00:00:00.000,,,0,Administrative Assistant,Full-time,False,441.0,15.0,HR
21919,236517,2007-11-24 03:38:55.360,C,36,Chargedoff,2009-04-07 00:00:00.000,,,0,Civil Service,Full-time,False,499.0,17.0,C
35315,236601,2007-11-24 08:47:55.037,B,36,Chargedoff,2010-06-05 00:00:00.000,,,0,Other,Full-time,True,923.0,31.0,B
622,236607,2007-11-24 09:06:39.860,B,36,Chargedoff,2008-08-29 00:00:00.000,,,0,Realtor,Full-time,True,278.0,9.0,B
54253,236627,2007-11-24 09:47:47.763,D,36,Chargedoff,2009-12-07 00:00:00.000,,,0,Other,Full-time,False,743.0,25.0,D
61132,236667,2007-11-24 11:38:23.333,D,36,Chargedoff,2008-11-04 00:00:00.000,,,0,Professional,Full-time,False,345.0,12.0,D
96883,236677,2007-11-24 12:03:33.493,A,36,Chargedoff,2008-09-04 00:00:00.000,,,0,Other,Self-employed,True,284.0,9.0,A
88383,236716,2007-11-24 13:49:55.453,C,36,Chargedoff,2009-02-28 00:00:00.000,,,0,Food Service Management,Full-time,True,461.0,15.0,C
27685,236758,2007-11-24 15:41:56.427,AA,36,Chargedoff,2009-11-05 00:00:00.000,,,0,Computer Programmer,Full-time,True,711.0,24.0,AA
25990,236814,2007-11-24 17:33:48.197,D,36,Chargedoff,2008-07-02 00:00:00.000,,,0,Professional,Full-time,True,220.0,7.0,D
93845,236866,2007-11-24 20:26:25.710,B,36,Chargedoff,2010-12-17 00:00:00.000,,,0,Professional,Full-time,False,1118.0,37.0,B
77827,236896,2007-11-24 23:20:42.083,B,36,Defaulted,2010-02-07 00:00:00.000,,,0,Other,Full-time,False,805.0,27.0,B
22345,236922,2007-11-25 02:47:55.740,C,36,Chargedoff,2009-05-05 00:00:00.000,,,0,Administrative Assistant,Full-time,False,526.0,18.0,C
24226,236945,2007-11-25 05:51:09.657,A,36,Defaulted,2009-09-07 00:00:00.000,,,0,Analyst,Full-time,True,651.0,22.0,A
69674,236988,2007-11-25 07:54:38.060,C,36,Defaulted,2008-08-09 00:00:00.000,,,0,Other,Full-time,False,257.0,9.0,C
